country,director,genre,rating,title,year
"США, Великобритания, Франция, Германия, Китай, Камбоджа",Жан-Стефан Совер,"криминал, триллер, драма, биография, спорт",6.8,Бои без правил,2017
США,Сидни Фьюри,комедия,5.5,Божьи коровки,1992
"Италия, Австрия, Великобритания",Лиана Марабини,"драма, биография",5.5,Божий садовник,2009
США,Дито Монтиель,"боевик, драма",5.6,Бой без правил,2009
Гонконг,Чжан Чэ,боевик,5.4,Божественный орёл и товарищ-рыцарь,1982
США,Стив Йеджер,документальный,7.7,Божественный мусор,1998
Республика Корея,Ким Чжу Хван,фильм ужасов,6.3,Божественная ярость,2019
США,Кеннет Дж. Холл,"фильм ужасов, комедия",4.3,Божий приют,2004
США,Джо Кэмп,комедия,5.4,"О, Божественный пёс",1980
США,Майкл Ритчи,"документальный, комедия, музыка",6.9,Божественное безумие,1980
"Франция, Катар",Уда Беньямина,Драма,7.3,Божественные,2016
США,Виктор Шёстрём,мелодрама,7.0,Божественная женщина,1928
США,Дэниэл Грэм,,5.5,Боец: Король ринга,21 июля 2022
Великобритания,Бэйлли Уолш,документальный фильм,8.0,"Боже, не тормози меня",2007
,Стюарт Мердок,"мюзикл, драма, мелодрама",6.4,"Боже, помоги девушке",2014
Италия,Луиджи Коменчини,комедия,6.6,"Боже мой, как низко я пала!",1974
США,Фрэнк Ллойд,"историческая, драма, мелодрама, фильм-биография",6.2,Божественная леди,1929
Гонконг,Лю Цзялян,"боевик, драма",7.4,Боец с шестом,1984
США,Бобкэт Голдтуэйт,чёрная трагикомедия,7.1,"Боже, благослови Америку",2011
Гонконг,"Чжан Чэ, Пао Сюэли","боевик, драма",7.0,Боец из Шантуна,1972
США,Рейнальдо Маркус Грин,байопик,6.2,Боб Марли: Одна любовь,2024
США,Райан Литтл,"боевик, военный фильм",4.3,Боевые свиньи,2015
США,Дэвид О. Расселл,"спортивная, драма",7.8,Боец,2010
Гонконг,Чжан Чэ,"боевик, драма",6.8, и ,1974
"Гонконг, Китай",Лю Цзялян,боевик,6.4,Боевые искусства Шаолиня,1986
США,Пол Хенрейд,Фильм нуар,5.8,Боевой шок,1956
США,Берт Кеннеди,вестерн,6.8,Боевой фургон/Военный фургон,1967
США,Стивен Спилберг,"Военный фильм, драма",7.2,Боевой конь,2011
СССР,"Герберт Раппопорт, Вера Строева",военный фильм,7.2,Боевой киносборник № 12,1942
США,Пол Мазурски,"комедия, драма",6.7,Боб и Кэрол и Тед и Элис,1969
СССР,"Борис Барнет, Ефим Арон",военный фильм,6.5,Боевой киносборник № 10,1942
"Австралия, Камбоджа",Марк Тойя,"кинофантастика, боевик",5.4,Боевой робот №4,2020
СССР,"Леонид Луков, Николай Садкович",военный фильм,6.6,Боевой киносборник № 8,1942
СССР,"Сергей Юткевич, Леонид Альцев, А. Гендельштейн, Климентий Минц, Рафаил Перельштейн, Александр Роу",военный фильм,6.1,Боевой киносборник № 7,1941
СССР,"Илья Трауберг, Владимир Браун, Николай Садкович, Игорь Земгано","военный фильм, драма",6.5,Боевой киносборник № 11,1942
СССР,"Пера Аташева, Михаил Слуцкий","документальный, военный, пропагандистский",6.6,Победа за нами!,1941
СССР,"Михаил Доллер, Всеволод Пудовкин",военный,7.4,Боевой киносборник № 6,1941
СССР,"Марк Донской, Игорь Савченко, Владимир Браун",военный фильм,5.6,Боевой киносборник № 9,1942
СССР,"Григорий Александров, Василий Пронин, Ефим Арон",военный фильм,6.6,Боевой киносборник № 4,1941
"СССР, Канада","Борис Барнет, Константин Юдин, Питер Бэйлис",Военный,6.1,Боевой киносборник № 3,1941
СССР,Сергей Герасимов,военный фильм,7.3,Боевой киносборник № 1,1941
США,В.С. Ван Дайк,"вестерн, 1, немое кино",5.1,Боевая раскраска,1926
Япония,Ясудзиро Одзу,"драма, криминальный",6.4,Бодро шагая,1930
СССР,"Абрам Роом, Григорий Козинцев",военный фильм,7.3,Наши девушки,1942
США,Норман Джуисон,фантастическая комедия,5.4,Богус,1996
Россия,Андрей Грачёв,,5.2,Бодибилдер,2022
США,Джеймс Кич,триллер,5.2,Богомол,1993
Италия,Ферзан Озпетек,"комедийная драма, мелодрама",6.7,,2019
Россия,Рената Литвинова,драма,6.8,Богиня: как я полюбила,2004
Великобритания,Джек Голд,"триллер, детектив",7.3,Богомол,1982
Индия,Сатьяджит Рай,драма,7.7,Богиня,1960
Австралия,Клара Ло,комедийная драма,6.8,Богиня 1967,2000
США,Джон Кромвелл,драматический фильм,6.5,Богиня,1958
ФРГ,Райнер Вернер Фасбиндер,драма,6.4,Боги чумы,1970
США,Билл Кондон,"драма, биография",7.3,Боги и монстры,1998
Канада,Кари Скогланд,"Научная фантастика, Драма, Приключения",5.1,Боги речного мира,2003
США,Алекс Пройас,"Фантастика, фэнтези, приключенческий фильм",5.4,Боги Египта,2016
Польша,Лукаш Пальковский,"биография, драма",7.6,Боги,2014
США,Рональд Ф. Максвелл,драма,6.2,Боги и генералы,2003
"США, Великобритания","Брайан Сингер, Декстер Флетчер","драма, биография",7.9,Богемская рапсодия,2018
"США, Канада",Стюарт Гиллард,"Научная фантастика, Приключения",4.9,Боги речного мира,2010
США,Крис Коламбус,"мелодрама, драма, мюзикл",6.8,Богема,2005
СССР,Игорь Савченко,"исторический, драма",6.3,Богдан Хмельницкий,1941
Украина,Николай Мащенко,"исторический, драма",6.1,Богдан-Зиновий Хмельницкий,2006
СССР,Арунас Жебрюнас,драма,7.1,"Богач, бедняк…",31 января 3 февраля 1984
СССР,"Евгений Брюнчугин, Сигизмунд Навроцкий",приключенческий фильм,5.1,«Богатырь» идёт в Марто,1954
США,Кинг Видор,мелодрама,7.2,Богема,1926
США,"Норман Таурог, 1, 2","романтическая комедия, музыкальный фильм, 1, 2",5.8,"Богатые, молодые и красивые",1951
Великобритания,Альфред Хичкок,"комедия, мелодрама",5.7,Богатые и странные,1931
США,Джордж Кьюкор,драма,5.8,Богатые и знаменитые,1981
США,Дональд Петри,комедия,5.4,Богатенький Ричи,1994
США,Джон Марловски,"комедия, семейный фильм",4.0,Ричи Рич и его рождественское желание,1998
США,Джоэл Бэндер,"мелодрама, комедия",5.6,Богатая девчонка,1991
США,Роберт М. Янг,"драма, комедия",6.4,Богатые дети,1979
"Германия, Франция, Грузия",Дито Цинцадзе,комедия,7.5,Бог счастья,2015
СССР,Иван Пырьев,комедия,6.5,Богатая невеста,1937
Италия,Джузеппе Колицци,"вестерн, боевик",6.2,Джанго: Бог простит. Я - нет!,1967
США,Харольд Кронк,драма,4.3,Бог не умер 2,2016
"Северная Македония, Бельгия, Словения, Хорватия, Франция","Теона Стругар-Митевская, 2",драматический фильм,6.8,"Бог существует, её имя — Петруния",1 мая 2019 8 ноября 2019 14 ноября 2019 20 февраля 2020 1
Украина,Оганнес Хачатрян,драма,7.0,Бог простит,2021
Италия,Серджо Мартино,"приключенческий фильм, фильм ужасов",5.2,Бог Людоедов,1978
США,Гарольд Кронк,драма,4.6,Бог не умер,2014
Гонконг,Вон Цзин,комедия,7.2,Бог игроков,14 декабря 1989 2 23 декабря 1989 2 20 октября 1990 2
США,Люк Мэзени,"комедия, фэнтези",7.6,Бог любви,2010
Италия,Стено,комедия,5.0,"Бог их создаёт, а потом спаривает",1982
США,"Роджер Росс Уильямс, 2","документальный фильм, 2, ЛГБТ-фильм",7.4,Бог любит Уганду,18 января 2013 1
Гонконг,Вонг Цзин,комедия,6.6,Бог игроков III: Назад в Шанхай,1991
"Норвегия, США, Великобритания",Андре Овредал,"фэнтези, боевик, приключения, драма",5.9,Бог грома,2020
США,Джон Хьюстон,"драма, боевик",7.3,"Бог знает, мистер Аллисон",1957
СССР,Ефим Дзиган,"исторический фильм, драма, военный",7.2,Бог войны,1929
Россия,Пётр Чардынин,"драма, мелодрама",,Блуждающие огни,1917
Индия,Раджив Мехра,"боевик, криминальный фильм",5.4,Бог знает,1995
Франция,Дани Бун,комедия,7.1,Бобро поржаловать!,2008
Гонконг,Вонг Цзин,комедия,6.8,Бог азартных игроков 2,1990
США,Джон М. Стал,нуар,7.6,Бог ей судья,1945
Бразилия,Карлус Диегис,комедия,6.0,Бог — бразилец,2003
США,Джоди Фостер,"драма, комедия",6.6,Бобёр,2011
США,Лиз Гарбус,документальный,7.4,Бобби Фишер против всего мира,2011
"Польша, Франция",Александр Герц,"драма, мелодрама",,Бог войны,1914
США,Эмилио Эстевес,"драма, исторический",7.0,Бобби,2006
СССР,Аугуст Балтрушайтис,"детский фильм,, фильм о животных",6.0,Боба и слон,1972
Индия,Радж Капур,"комедия, мелодрама",6.9,Бобби,1973
США,Спайк Ли,драма,6.7,Блюз о лучшей жизни,1990
США,Тим Роббинс,политическая сатира,7.0,Боб Робертс,1992
США,Джеймс Фарго,боевик,6.7,Подкрепление,1976
США,Малкольм Д. Ли,"комедия, музыка, драма",6.4,Блюзмены,2008
Франция,Жан-Пьер Мельвиль,"Криминальная, драма",7.6,Боб — прожигатель жизни,1956
США,Анатоль Литвак,"Музыкальный фильм, Фильм нуар, Мелодрама",6.7,Блюз ночью,1941
США,"Ларс Е. Джейкобсон, Амардип Калека","фильм ужасов, триллер, криминальный фильм",5.7,Блюз малышки,2008
Канада,Шарль Бинаме,мелодрама,6.0,Блюз Чили,1994
Германия,Уве Болл,пародия,2.4,Блюбарелла: Супервумен,2011
Великобритания,Дерек Джармен,"драматический фильм, 1, ЛГБТ-фильм, документальный фильм",7.3,Блю,1993
США,Кэри Фукунага,"фильм-ограбление, триллер",,Блэкаут 77 года,
"США, Германия",Гильермо дель Торо,"супергероика, боевик, фэнтези, триллер, ужасы",6.7,Блэйд 2,2002
"США, Канада",Джон Ву,боевик,4.8,Блэкджек,1998
США,Итан Хоук,"драматический фильм, биографический фильм",6.5,Блэйз,2018
США,Дэвид Гойер,"супергероика, боевик, технофэнтези, фильм о вампирах",5.8,Блэйд: Троица,2004
"Испания, Боливия, США",Матео Хиль,"вестерн, 1, 2, […]",6.5,Блэкторн,2011
США,-jr Maloi,"супергероика, боевик, фэнтези, ужасы, фильм о вампирах",,Блэйд,"
-"
США,Стивен Норрингтон,"супергероика, боевик, ужасы, триллер, драма",7.1,Блэйд,1998
США,Фернанда Кардосо,мелодрама,5.8,Блумингтон,2010
"Италия, Франция",Луи Маль,драма,7.8,Блуждающий огонёк,1963
СССР,Всеволод Шиловский,мелодрама,6.3,Блуждающие звёзды,1991
США,Сидни Дж. Фьюри,"боевик, приключения",5.7,Блуждающая пуля,1996
СССР,Марионас Гедрис,психологическая драма,3.3,Блудный сын,1984
Китай,Франт Гво,"фильм-катастрофа, фантастика, триллер",5.9,Блуждающая земля,28 января 2019 4 5 февраля 2019 4 7 февраля 2019 4 8 февраля 2019 4 28 февраля 2019 4
Китай,Франт Гво,"фильм-катастрофа, фантастика, триллер",6.7,Блуждающая Земля 2,2023
Германия,Фриц Ланг,мелодрама,5.9,Блуждающий образ,1920
"Франция, Великобритания, Мексика",Жан Кунен,"приключенческий, вестерн",5.2,Блуберри,2004
Гонконг,Саммо Хун,"боевик, комедия",7.3,Блудный сын,1981
Франция,Фернан Зекка,драматический фильм,,Блудный сын,1901
СССР,Андрей Бенкендорф,драма,6.2,Благие намерения,1984
СССР,Олег Фиалко,драма,6.2,Бич божий,1988
США,Мишель Маннинг,детектив,4.4,Блу-сити,1986
США,Сэвидж Стив Холланд,комедия,3.6,Блондинки в законе,2009
США,Стивен Брилл,комедия,6.0,Блондинка в эфире,2014
США,Скотт Маршалл,"комедия, драма",3.9,Блондинка с амбициями,2007
Канада,Dean Hamilton,комедия,2.8,Блондинка и блондинка,2008
США,Сэм Ньюфилд,"Детективный фильм, Комедия",5.6,Блондинка на день,1946
США,Эндрю Доминик,"биографическая, психологическая драма",5.5,Блондинка,2022
Россия,Александр Рогожкин,"военная драма, трагикомедия",7.2,Блокпост,1998
США,Роберт Лукетич,"комедия, мелодрама",6.5,Блондинка в законе,2001
"ФРГ, Италия",Харольд Филипп,"детектив, триллер",4.7,Блондин — приманка для убийцы,1969
США,Чарльз Эрман-Верфелд,комедия,4.8,Блондинка в законе 2,2003
Россия,Андрей Зайцев,военно-историческая драма,6.4,Блокадный дневник,2020
США,Уильям Хейнс,кинокомедия,1.7,Блондинка в шоколаде,2006
СССР,Владимир Бортко,"трагикомедия, мелодрама",6.5,Блондинка за углом,1984
Россия,Роман Волобуев,комедия,5.9,Блокбастер,2017
Россия,"Дмитрий Ефремов, Сергей Угольников","Уроуд-муви, Фильм ужасов",3.3,Блогер,2012
Россия,Сергей Лозница,документальный,7.4,Блокада,2005
США,Пол Тэлбот,боевик,4.1,Блок ада 13,2000
Япония,Синсуке Сато,"боевик, фантастика",6.3,«Блич»,2018
СССР,Булат Мансуров,"кинофантастика, экранизация романа",5.4,Блистающий мир,1984
"Турция, Франция, Катар","Эмин Альпер, 1, 2, […]",драматический фильм,7.2,Блокада,2015
Россия,Ольга Синяева,документальный,,"Блеф, или С Новым годом!",2013
СССР,Михаил Ершов,"киноэпопея, драма, военный фильм",7.2,Блокада,"
1973—1977"
Россия,Марк Горобец,"военный фильм, фантастика",5.5,Блиндаж,2024
"США, Великобритания",Стив Маккуин,"исторический драматический фильм, [вд]",6.2,Блиц,2024
"Великобритания, Румыния, Канада",Тим Файвел,драма,6.2,Близость,2008
США,,"немое кино, комедия",5.3,Близорукий школьный учитель,1
США,Майк Николс,"драма, мелодрама",7.2,Близость,2004
США,Джон Хьюстон,"драма, триллер, экранизация",6.7,Блики в золотом глазу,1967
США,Жозе Антонио Негрет,"фильм ужасов, триллер",5.6,Близнецы-убийцы,2011
США,Крейг Джонсон,комедия-драма,6.8,Близнецы,2014
США,Аарон Кац,"триллер, детектив",5.4,Близнецы,2017
Гонконг,"Ринго Лэм, 2, Цуй Харк","трагикомедия, экшн",6.4,Близнецы-драконы,1992
США,Айван Райтман,"комедия, бадди-муви",6.2,Близнецы,1988
Франция,Ив Робер,комедия,6.0,Близнец,1984
Великобритания,Джон Хью,фильм ужасов,6.6,Близнецы зла,1971
СССР,Константин Юдин,комедия,6.6,Близнецы,1945
Гонконг,"Данте Лам, Донни Йен","ужасы, боевик, комедия",5.5,Близнецы,2003
США,Норман Рене,драма,7.6,Близкий друг,1989
Индия,Тарун Масукхани,"Мелодрама, Романтическая комедия",6.4,Близкие друзья,2008
США,Стивен Спилберг,"фантастика, драма",7.6,Близкие контакты третьей степени,1977
Франция,Кристоф Оноре,драма,7.0,Близко к Лео,2002
"Канада, США",Питер Хайамс,"боевик, триллер",5.1,Близкие враги,2013
"Франция, Марокко",Флоран Эмилио Сири,"исторический фильм, драма, военный",6.9,Близкие враги,2007
США,Джон Эвнет,мелодрама,6.1,Близко к сердцу,1996
Россия,Ксения Зуева,драма,5.9,Близкие,2017
"США, СССР, Италия",Андрей Кончаловский,драма,6.9,Ближний круг,1991 5 марта 1992 1
"США, Казахстан",Еркен Ялгашев,боевик,5.4,Ближний бой,"
"
США,Джон Ирвин,боевик,5.9,Ближайший родственник,1989
США,Дон Сигел,"боевик, криминальный фильм, драма, триллер",6.4,Блеф Кугана,1968
СССР,Виталий Кольцов,драма,5.8,Близкая даль,1978
"Бельгия, Нидерланды, Франция",Лукас Донт,драма,7.8,Близко,2022
Греция,Йоргос Лантимос,короткометражный фильм,7.6,Блеяние,2022
США,Роджер Янг,комедия,4.8,Блеф,1987
Италия,Серджо Корбуччи,комедия,7.3,Блеф,1976
США,Рич Уилкс,комедия,5.6,Блеск славы,1995
Япония,Кодзабуро Ёсимура,"криминальная, драма, нуар",6.4,Блестящие дни нашей жизни,1948
США,Вонди Кёртис-Холл,Драма,2.4,Блеск,2001
"Россия, Финляндия",Виталий Манский,документальный фильм,,Благодать,1995
США,Клинт Иствуд,вестерн,7.3,Бледный всадник,1985
США,Эверетт Льюис,"драма, комедия",5.3,Блеск,2002
"Франция, Бельгия",Иван Атталь,комедийный фильм,6.7,Блестяще,2017 14 июня 2018
"Франция, 1, Бельгия, 1, Швейцария, 1, ФРГ, 1",Морис Казнёв,"исторический фильм, драма, мелодрама",7.7,Блеск и нищета куртизанок,20 декабря 1975
США,"Луи Летерье, Джонатан Либесман","боевик, приключения, фэнтези",,Битва титанов,"
1981-2012"
Флаг Франции,Валериан Боровик,"исторический фильм, драма",6.5,Бланш,1971
США,Майк Байндер,комедия,5.1,Бланкмэн,1994
США,Майкл Ноулз,драма,5.3,Блаженство с пятой восточной,2011
Франция,"Жан Ренуар, 1",приключенческий фильм,6.0,Блед,1929
Венгрия,Габор Варконьи,экранизация,,Блаженство,1977
США,Лэнс Янг,драма,6.0,Блаженство,1997
"США, Германия, Канада",Уве Болл,"боевик, фильм ужасов",3.0,Бладрейн 3: Третий рейх,2010
"Германия, Канада",Уве Болл,"боевик, ужасы",2.7,Бладрейн 2: Освобождение,2007
"Россия, Украина",Сергей Струсовский,"драма, притча",5.3,Блаженная,2008
"Германия, США",Уве Болл,"боевик, приключения, фэнтези",3.0,Бладрейн,2006
США,Дэйв C. Ф. Уилсон,"супергеройский фильм, нанопанк, боевик",5.7,Бладшот,2020
США,Оуэн Эгертон,"ужасы, комедия",5.4,Бладфест,2018
Россия,Эфраим Севела,драма,6.1,Благотворительный бал,1993
"Турция, 4, Германия, 4","Озер Кызылтан, 2, 3, […]",драматический фильм,7.4,Благочестие,2006 15 ноября 2007 1
СССР,Ян Фрид,"комедия, мелодрама, музыкальный фильм",6.8,Благочестивая Марта,1980
США,Карл Франклин,драма,6.4,"Благослови меня, Ультима",2013
США,Стэнли Крамер,драма,6.7,Благослови зверей и детей,1971
Чили,Маурисио Лопес Фернандес,"короткометражка, драма",6.4,Благословенный,2012
Россия,Станислав Говорухин,"мелодрама, военный",6.6,Благословите женщину,2003
Швеция,Ингмар Бергман,драма,6.4,Благословенные,1986
США,"Сидни Франклин, Виктор Флеминг, Густав Махаты",Драма,7.5,Благословенная земля,1937
"Великобритания, США",Теренс Дэвис,"фильм-биография, драма",6.6,Благословение,2021
СССР,Вячеслав Никифоров,Мелодрама,6.7,Благородный разбойник ,1988
США,Фрэнсис Форд Коппола,драма,7.2,Благодетель,1997
Италия,Флавио Могерини,комедия,5.7,Благородный венецианец по прозвищу «Полосатая задница»,1976
США,Уэйн Ван,"комедия, семейный",6.4,Благодаря Винн Дикси,2005
Франция,Рене Клеман,Драма,6.8,Благонадёжный папаша,1946
США,Эндрю Ренци,драма,5.2,Благодетель,2015
США,Колин Треворроу,"короткометражка, экшн, научная фантастика, фэнтези, приключения",6.9,Битва у Биг-Рок,2019
США,Десмонд Дэвис,"боевик, приключенческий фильм, фэнтези, семейный фильм, мелодрама",6.9,Битва титанов,1981
США,Кристофер Хаттон,"фантастика, ужасы, триллер, боевик, приключения",4.5,Битва проклятых,2013
"СССР, Испания, Италия, Марокко","Сухейль бен Барка, Учкун Назаров",исторический фильм,6.4,Битва трёх королей,1990
Китай,"Чэнь Кайгэ, Цуй Харк",Боевик,5.6,Битва при Чосинском водохранилище II,"
1 февраля 2022"
США,Луи Летерье,"боевик, приключенческий, фэнтези",5.8,Битва титанов,2010
Империя Цин,Жэнь Цзинфэн,документальный фильм,6.3,Битва при горе Динцзюньшань,1905
,"Чэнь Кайгэ, Данте Лам, Цуй Харк","военный фильм, драма",5.5,Битва при Чосинском водохранилище,2021
США,Ричи Кин,комедия,5.6,Битва преподов,2017
"США, Великобритания","Джонатан Дэйтон, Валери Фэрис",комедия-драма,6.7,Битва полов,2017
Франция,Рене Клеман,Драма,7.0,Битва на рельсах,1946
США,Джон Хьюстон,документальный фильм,6.6,Битва под Сан-Пьетро,1945
США,Дэвид Уорк Гриффит,драма,5.9,Битва полов,1914
Мексика,Карлос Рейгадас,"криминальная, драма, эротика",5.5,Битва на небесах,2005
"Югославия, США, Италия",Велько Булайич,"военный, драма",7.0,Битва на Неретве,1969
"Италия, Франция",Джорджо Феррони,военный фильм,5.4,Битва за Эль-Аламейн,1969
Югославия,Здравко Шотра,"исторический, военный, кинодрама",7.6,Битва на Косовом поле,1989
США,Эд Жернон,комедия,5.7,Битва Мэри Кэй,7 октября 2002
"Чили, Франция, Куба, Венесуэла",Патрисио Гусман,документальный,8.1,Битва за Чили: Борьба безоружного народа,"
1975—1979"
"Россия, Украина",Сергей Мокрицкий,"биографическая, военная драма",7.0,Битва за Севастополь,2015
СССР,Юлия Солнцева,документальный фильм,6.9,Битва за нашу,1943
США,"Фрэнк Капра, Анатоль Литвак",документальный,7.1,Битва за Россию,1943
США,"Джимми Мураками, Роджер Корман",фантастика,5.5,Битва за пределами звёзд,1980
Южная Корея,Ким Ханмин,"история, военный, биография",7.1,Битва за Мёнрян,2014
"СССР, Чехословакия, ГДР, Вьетнам",Юрий Озеров,"военная, историческая драма, киноэпопея",7.3,«Битва за Москву»,1985
СССР,"Беляев, Василий Николаевич","документальный фильм, кинохроника",7.7,Битва за Севастополь,1944
США,Джей Ли Томпсон,фантастика,5.4,Битва за планету обезьян,1973
"Китайская Республика, Гонконг",Дин Шаньси,"историческая, драма",6.3,Битва за Китайскую Республику,1981
США,Марк Аткинс,"боевик, научная фантастика",2.0,Битва за Лос-Анджелес,2011
Великобритания,Гай Хэмилтон,драма,6.9,Битва за Британию,1969
США,Пол Уэндкос,"военный, боевик, драма, мелодрама",5.6,Битва за Коралловое море,1959
США,Руперт Уайатт,"фантастика, триллер",6.0,Битва за Землю,2019
США,Пол Томас Андерсон,"криминальный фильм, 1, драматический фильм, 1, фильм-триллер, 1",,Битва за Бактан-Кросс,2025
"Германия, США, Канада",Стюарт Таунсенд,драма,6.6,Битва в Сиэтле,2007
США,"Айзек Флорентайн, 2, 1","боевик, 1, научно-фантастический фильм",4.7,Битва драконов,1999
США,Эндрю Зугерман,комедия,4.1,Битва в штаб-квартире,1985
"Италия, США","Эдвард Дмитрык, Дуилио Колетти","военный фильм, драматический фильм",6.0,Битва за Анцио,1968
СССР,Владимир Басов,Драма,6.6,Битва в пути,1961
"Италия, Алжир",Джилло Понтекорво,"драма, исторический",8.1,Битва за Алжир,1966
Южная Корея,Ким Ханмин,"история, военный, биография",6.3,«Битва в проливе Норян»,2023
США,Кен Эннакин,военный фильм,6.8,Битва в Арденнах,1965
"Марокко, США",Дэниэл Мирик,"научная фантастика, ужасы",5.4,Битва в пустыне,2008
Россия,Анар Аббасов,драма,5.8,Битва,2019
США,Стэн Лэтэн,"драма, музыка",6.5,Бит-стрит,1984
СССР,Роман Балаян,драма,6.9,Бирюк,1977
Германия,Вольфганг Либенайнер,"драматический фильм, 1, пропагандистский фильм",6.4,Бисмарк,1940
США,Дэвид Уорк Гриффит,"военный фильм, драматический фильм, немое кино",5.6,Битва,1911
Франция,Анна Казенав Камбе,"драма, мелодрама",5.4,Бисер перед свиньями,2021
Япония,Кон Итикава,"драма, военный",8.0,Бирманская арфа,1956
Норвегия,Нильс Гёуп,"история, приключения, боевик, драма",6.1,Биркебейнеры,2016
Индия,Бимал Рой,драматический фильм,6.5,Бирадж Баху,1954
США,A. Wise Guy,порнофильм,5.1,Бесплатная поездка,1915
США,Джейсон Блум,Комедия,4.4,Био-Дом,1996
США,Дэвид Прайор,фантастика,3.5,Био-сила / Заражение,1995
СССР,Владимир Алеников,мюзикл,6.2,Биндюжник и Король,1989
СССР,Феликс Соболев,"короткометражный, научно-популярный фильм",6.1,Биосфера! Время осознания,1974
США,Мел Эслин,,5.5,Биосфера,2022
Испания,Бигас Луна,драма,6.3,Бильбао,1978
"Италия, ФРГ",Паскуале Феста Кампаниле,комедия,6.0,Бинго-Бонго,1982
США,Мэттью Роббинс,"приключенческий фильм, детский фильм",5.0,Бинго,1991
США,Робби Бенсон,драма,6.5,Билли: Ранние годы,2008
США,Майк Николс,комедийная драма,6.7,Билокси Блюз,1988
"Великобритания, Франция",Стивен Долдри,драма,7.7,Билли Эллиот,2000
США,Роберт Бентон,"гангстерский фильм, криминальный фильм, боевик, драма",5.9,Билли Батгейт,1991
США,Тамра Дэвис,комедия,6.4,Билли Мэдисон,1995
США,Дин Паризо,"научная фантастика, комедия",5.9,Билл и Тед снова в деле,2020
США,Ар Джей Катлер,документальный фильм,7.7,Билли Айлиш: Слегка размытый мир,2021
"Россия, США",Гор Киракосян,"комедия, приключения",4.0,Билет на Vegas,2013
"Италия, Великобритания","Аббас Киаростами, Эрманно Ольми, Кен Лоуч","комедия, драма",6.9,Билет на поезд,2005
Великобритания,Джон Шлезингер,комедийная драма,7.2,Билли-лжец,1963
"Франция, Италия",Дэвид Гамильтон,"эротическая, мелодрама, драма",5.3,Билитис,1977
Канада,Ральф Томас,драма,6.9,Билет на небеса,1981
США,Ол Паркер,романтическая комедия,6.1,Билет в рай,2022
Россия,Амурбек Гобашиев,"криминал, детектив, исторический",6.2,"Билет в Красный театр, или Смерть гробокопателя",1992
Польша,Яцек Бромски,"мелодрама, кинокомедия, роуд-муви",6.4,Билет в один конец на Луну,2013
Польша,Лукаш Заджинский,триллер,5.3,Билборд,1998
Босния и Герцеговина,Пьер Жалица,трагикомедия,7.3,Бикфордов шнур,2003
США,Стюарт Купер,драма,5.3,Билет,1997
США,Ричард Сейл,"вестерн, комедия",6.1,Билет в Томагавк,1950
Казахстан,Ален Ниязбеков,комедийный фильм,5.2,Бизнес по-казахский в Корее,26 декабря 2019
США,Джил Янгер,романтическая комедия,5.4,Бизнес ради любви,2010
США,Брюс Дэвисон,"ужасы, научная фантастика, приключенческий боевик, комедия",2.5,Бигфут,30 июня 2012
Казахстан,Женисхан Момышев,комедия,6.0,Бизнес по-казахски,2016
США,Роберт Слэтцер,ужасы,2.7,Бигфут,1970
Франция,"Анри Декуэн, 1","комедийный фильм, 1",6.9,Биение сердца,1940
США,Тара Мур,приключенческий фильм,3.8,Бивни,1988
"Великобритания, США",Джон Хью,"приключения, семейный фильм, фантастика, военный фильм",5.6,Бигглз: Приключения во времени,1986
США,Майкл Полиш,драма,5.7,Биг-Сур,2013
Франция,Алехандро Ходоровски,драматический фильм,4.8,Бивень,1980
Флаг США,Сэвидж Стив Холланд,Комедия,6.2,Биг Тайм Раш: Фильм,2012
Франция,Жорж Мельес,Документальное кино,3.9,Бивак,1896
США,Кевин Смит,"боди-хоррор, комедия ужасов",5.4,Бивень,2014
"США, Италия",Джон Хьюстон,драма,6.2,Библия,1966
США,Питер Уинтер,приключенческий фильм,6.2,Библиотекарь: В поисках копья судьбы,2004
США,Джонатан Фрейкс,"боевик, приключенческий фильм, фэнтези",6.1,Библиотекарь 2: Возвращение в Копи Царя Соломона,2006
Россия,"Юрий Фетинг, 1",драма,7.8,Бибинур,2010
США,Хуан Фельдман,"драматический фильм, 1",6.5,Библиотекарь,21 августа 2015
США,Джонатан Фрейкс,"Приключения, Фантастика",6.4,Библиотекарь 3: Проклятие иудовой чаши,2008
Германия,Франциска Бух,"фэнтези, семейный фильм",5.5,Биби — маленькая волшебница и тайна ночных сов,2004
Франция,Марсель Блистен,комедия,4.7,Биби Фрикотен,1951
Вьетнам,Фан Данг Зи,драма,6.6,"Би, не бойся!",2010
США,Джон МакНотон,"мелодрама, комедия",6.2,Бешеный пёс и Глория,1993
США,Мартин Скорсезе,"драма, фильм-биография",8.1,Бешеный бык,1980
Австралия,Филлипп Мора,вестерн,6.1,Бешеный пёс Морган,1976
Бельгия,Эммануэль Кервин,"фильм ужасов, комедия",4.9,Бешеные тётушки,1988
США,Артур Хиллер,комедия,6.2,Бешеные деньги,1987
"ЮАР, США",Фредерик Дю Чау,комедия,5.2,Бешеные скачки,6 января 2005 1 10 марта 2005 2
Канада,Дэвид Кроненберг,фильм ужасов,6.3,Бешенство,1977
США,Квентин Тарантино,"криминальный триллер, гангстерский фильм, чёрная комедия",8.3,Бешеные псы,1992
Россия,Дмитрий Дьяченко,триллер,6.1,Бешенство,2023
